Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T11:00+02:00;2025-07-30T12:00+02:00;2025-07-30;11:00;12:00;Totalt i retning Drammen;2659
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T12:00+02:00;2025-07-30T13:00+02:00;2025-07-30;12:00;13:00;Totalt i retning Drammen;2715
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T13:00+02:00;2025-07-30T14:00+02:00;2025-07-30;13:00;14:00;Totalt i retning Drammen;2752
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T14:00+02:00;2025-07-30T15:00+02:00;2025-07-30;14:00;15:00;Totalt i retning Drammen;3043
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T15:00+02:00;2025-07-30T16:00+02:00;2025-07-30;15:00;16:00;Totalt i retning Drammen;3073
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T16:00+02:00;2025-07-30T17:00+02:00;2025-07-30;16:00;17:00;Totalt i retning Drammen;2987
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T17:00+02:00;2025-07-30T18:00+02:00;2025-07-30;17:00;18:00;Totalt i retning Drammen;2805
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T18:00+02:00;2025-07-30T19:00+02:00;2025-07-30;18:00;19:00;Totalt i retning Drammen;2471
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T19:00+02:00;2025-07-30T20:00+02:00;2025-07-30;19:00;20:00;Totalt i retning Drammen;2144
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T20:00+02:00;2025-07-30T21:00+02:00;2025-07-30;20:00;21:00;Totalt i retning Drammen;1886
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T21:00+02:00;2025-07-30T22:00+02:00;2025-07-30;21:00;22:00;Totalt i retning Drammen;1483
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T22:00+02:00;2025-07-30T23:00+02:00;2025-07-30;22:00;23:00;Totalt i retning Drammen;1143
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-30T23:00+02:00;2025-07-31T00:00+02:00;2025-07-30;23:00;00:00;Totalt i retning Drammen;742
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T00:00+02:00;2025-07-31T01:00+02:00;2025-07-31;00:00;01:00;Totalt i retning Drammen;481
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T01:00+02:00;2025-07-31T02:00+02:00;2025-07-31;01:00;02:00;Totalt i retning Drammen;340
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T02:00+02:00;2025-07-31T03:00+02:00;2025-07-31;02:00;03:00;Totalt i retning Drammen;273
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T03:00+02:00;2025-07-31T04:00+02:00;2025-07-31;03:00;04:00;Totalt i retning Drammen;212
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T04:00+02:00;2025-07-31T05:00+02:00;2025-07-31;04:00;05:00;Totalt i retning Drammen;213
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T05:00+02:00;2025-07-31T06:00+02:00;2025-07-31;05:00;06:00;Totalt i retning Drammen;326
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T06:00+02:00;2025-07-31T07:00+02:00;2025-07-31;06:00;07:00;Totalt i retning Drammen;1266
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T07:00+02:00;2025-07-31T08:00+02:00;2025-07-31;07:00;08:00;Totalt i retning Drammen;1826
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T08:00+02:00;2025-07-31T09:00+02:00;2025-07-31;08:00;09:00;Totalt i retning Drammen;2095
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T09:00+02:00;2025-07-31T10:00+02:00;2025-07-31;09:00;10:00;Totalt i retning Drammen;2218
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T10:00+02:00;2025-07-31T11:00+02:00;2025-07-31;10:00;11:00;Totalt i retning Drammen;2582
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T11:00+02:00;2025-07-31T12:00+02:00;2025-07-31;11:00;12:00;Totalt i retning Drammen;2680
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T12:00+02:00;2025-07-31T13:00+02:00;2025-07-31;12:00;13:00;Totalt i retning Drammen;2840
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T13:00+02:00;2025-07-31T14:00+02:00;2025-07-31;13:00;14:00;Totalt i retning Drammen;3046
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T14:00+02:00;2025-07-31T15:00+02:00;2025-07-31;14:00;15:00;Totalt i retning Drammen;2971
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T15:00+02:00;2025-07-31T16:00+02:00;2025-07-31;15:00;16:00;Totalt i retning Drammen;3047
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T16:00+02:00;2025-07-31T17:00+02:00;2025-07-31;16:00;17:00;Totalt i retning Drammen;2905
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T17:00+02:00;2025-07-31T18:00+02:00;2025-07-31;17:00;18:00;Totalt i retning Drammen;2816
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T18:00+02:00;2025-07-31T19:00+02:00;2025-07-31;18:00;19:00;Totalt i retning Drammen;2519
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T19:00+02:00;2025-07-31T20:00+02:00;2025-07-31;19:00;20:00;Totalt i retning Drammen;2197
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T20:00+02:00;2025-07-31T21:00+02:00;2025-07-31;20:00;21:00;Totalt i retning Drammen;1719
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T21:00+02:00;2025-07-31T22:00+02:00;2025-07-31;21:00;22:00;Totalt i retning Drammen;1579
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T22:00+02:00;2025-07-31T23:00+02:00;2025-07-31;22:00;23:00;Totalt i retning Drammen;1029
79755V625294;Maritim;EV18 S55D1 m1514;2025-07-31T23:00+02:00;2025-08-01T00:00+02:00;2025-07-31;23:00;00:00;Totalt i retning Drammen;619
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T00:00+02:00;2025-08-01T01:00+02:00;2025-08-01;00:00;01:00;Totalt i retning Drammen;439
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T01:00+02:00;2025-08-01T02:00+02:00;2025-08-01;01:00;02:00;Totalt i retning Drammen;298
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T02:00+02:00;2025-08-01T03:00+02:00;2025-08-01;02:00;03:00;Totalt i retning Drammen;266
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T03:00+02:00;2025-08-01T04:00+02:00;2025-08-01;03:00;04:00;Totalt i retning Drammen;218
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T04:00+02:00;2025-08-01T05:00+02:00;2025-08-01;04:00;05:00;Totalt i retning Drammen;178
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T05:00+02:00;2025-08-01T06:00+02:00;2025-08-01;05:00;06:00;Totalt i retning Drammen;353
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T06:00+02:00;2025-08-01T07:00+02:00;2025-08-01;06:00;07:00;Totalt i retning Drammen;1078
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T07:00+02:00;2025-08-01T08:00+02:00;2025-08-01;07:00;08:00;Totalt i retning Drammen;1632
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T08:00+02:00;2025-08-01T09:00+02:00;2025-08-01;08:00;09:00;Totalt i retning Drammen;1903
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T09:00+02:00;2025-08-01T10:00+02:00;2025-08-01;09:00;10:00;Totalt i retning Drammen;2256
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T10:00+02:00;2025-08-01T11:00+02:00;2025-08-01;10:00;11:00;Totalt i retning Drammen;2660
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T11:00+02:00;2025-08-01T12:00+02:00;2025-08-01;11:00;12:00;Totalt i retning Drammen;2863
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T12:00+02:00;2025-08-01T13:00+02:00;2025-08-01;12:00;13:00;Totalt i retning Drammen;3011
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T13:00+02:00;2025-08-01T14:00+02:00;2025-08-01;13:00;14:00;Totalt i retning Drammen;3016
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T14:00+02:00;2025-08-01T15:00+02:00;2025-08-01;14:00;15:00;Totalt i retning Drammen;3020
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T15:00+02:00;2025-08-01T16:00+02:00;2025-08-01;15:00;16:00;Totalt i retning Drammen;3128
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T16:00+02:00;2025-08-01T17:00+02:00;2025-08-01;16:00;17:00;Totalt i retning Drammen;3082
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T17:00+02:00;2025-08-01T18:00+02:00;2025-08-01;17:00;18:00;Totalt i retning Drammen;2772
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T18:00+02:00;2025-08-01T19:00+02:00;2025-08-01;18:00;19:00;Totalt i retning Drammen;2385
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T19:00+02:00;2025-08-01T20:00+02:00;2025-08-01;19:00;20:00;Totalt i retning Drammen;2075
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T20:00+02:00;2025-08-01T21:00+02:00;2025-08-01;20:00;21:00;Totalt i retning Drammen;1644
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T21:00+02:00;2025-08-01T22:00+02:00;2025-08-01;21:00;22:00;Totalt i retning Drammen;1278
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T22:00+02:00;2025-08-01T23:00+02:00;2025-08-01;22:00;23:00;Totalt i retning Drammen;969
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-01T23:00+02:00;2025-08-02T00:00+02:00;2025-08-01;23:00;00:00;Totalt i retning Drammen;734
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T00:00+02:00;2025-08-02T01:00+02:00;2025-08-02;00:00;01:00;Totalt i retning Drammen;577
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T01:00+02:00;2025-08-02T02:00+02:00;2025-08-02;01:00;02:00;Totalt i retning Drammen;554
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T02:00+02:00;2025-08-02T03:00+02:00;2025-08-02;02:00;03:00;Totalt i retning Drammen;440
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T03:00+02:00;2025-08-02T04:00+02:00;2025-08-02;03:00;04:00;Totalt i retning Drammen;282
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T04:00+02:00;2025-08-02T05:00+02:00;2025-08-02;04:00;05:00;Totalt i retning Drammen;234
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T05:00+02:00;2025-08-02T06:00+02:00;2025-08-02;05:00;06:00;Totalt i retning Drammen;264
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T06:00+02:00;2025-08-02T07:00+02:00;2025-08-02;06:00;07:00;Totalt i retning Drammen;338
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T07:00+02:00;2025-08-02T08:00+02:00;2025-08-02;07:00;08:00;Totalt i retning Drammen;486
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T08:00+02:00;2025-08-02T09:00+02:00;2025-08-02;08:00;09:00;Totalt i retning Drammen;855
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T09:00+02:00;2025-08-02T10:00+02:00;2025-08-02;09:00;10:00;Totalt i retning Drammen;1356
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T10:00+02:00;2025-08-02T11:00+02:00;2025-08-02;10:00;11:00;Totalt i retning Drammen;2122
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T11:00+02:00;2025-08-02T12:00+02:00;2025-08-02;11:00;12:00;Totalt i retning Drammen;2507
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T12:00+02:00;2025-08-02T13:00+02:00;2025-08-02;12:00;13:00;Totalt i retning Drammen;2741
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T13:00+02:00;2025-08-02T14:00+02:00;2025-08-02;13:00;14:00;Totalt i retning Drammen;2740
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T14:00+02:00;2025-08-02T15:00+02:00;2025-08-02;14:00;15:00;Totalt i retning Drammen;2774
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T15:00+02:00;2025-08-02T16:00+02:00;2025-08-02;15:00;16:00;Totalt i retning Drammen;2795
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T16:00+02:00;2025-08-02T17:00+02:00;2025-08-02;16:00;17:00;Totalt i retning Drammen;2494
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T17:00+02:00;2025-08-02T18:00+02:00;2025-08-02;17:00;18:00;Totalt i retning Drammen;2447
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T18:00+02:00;2025-08-02T19:00+02:00;2025-08-02;18:00;19:00;Totalt i retning Drammen;1966
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T19:00+02:00;2025-08-02T20:00+02:00;2025-08-02;19:00;20:00;Totalt i retning Drammen;1643
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T20:00+02:00;2025-08-02T21:00+02:00;2025-08-02;20:00;21:00;Totalt i retning Drammen;1281
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T21:00+02:00;2025-08-02T22:00+02:00;2025-08-02;21:00;22:00;Totalt i retning Drammen;1079
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T22:00+02:00;2025-08-02T23:00+02:00;2025-08-02;22:00;23:00;Totalt i retning Drammen;904
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-02T23:00+02:00;2025-08-03T00:00+02:00;2025-08-02;23:00;00:00;Totalt i retning Drammen;822
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T00:00+02:00;2025-08-03T01:00+02:00;2025-08-03;00:00;01:00;Totalt i retning Drammen;685
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T01:00+02:00;2025-08-03T02:00+02:00;2025-08-03;01:00;02:00;Totalt i retning Drammen;577
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T02:00+02:00;2025-08-03T03:00+02:00;2025-08-03;02:00;03:00;Totalt i retning Drammen;521
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T03:00+02:00;2025-08-03T04:00+02:00;2025-08-03;03:00;04:00;Totalt i retning Drammen;442
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T04:00+02:00;2025-08-03T05:00+02:00;2025-08-03;04:00;05:00;Totalt i retning Drammen;288
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T05:00+02:00;2025-08-03T06:00+02:00;2025-08-03;05:00;06:00;Totalt i retning Drammen;220
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T06:00+02:00;2025-08-03T07:00+02:00;2025-08-03;06:00;07:00;Totalt i retning Drammen;225
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T07:00+02:00;2025-08-03T08:00+02:00;2025-08-03;07:00;08:00;Totalt i retning Drammen;340
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T08:00+02:00;2025-08-03T09:00+02:00;2025-08-03;08:00;09:00;Totalt i retning Drammen;515
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T09:00+02:00;2025-08-03T10:00+02:00;2025-08-03;09:00;10:00;Totalt i retning Drammen;923
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T10:00+02:00;2025-08-03T11:00+02:00;2025-08-03;10:00;11:00;Totalt i retning Drammen;1569
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T11:00+02:00;2025-08-03T12:00+02:00;2025-08-03;11:00;12:00;Totalt i retning Drammen;2036
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T12:00+02:00;2025-08-03T13:00+02:00;2025-08-03;12:00;13:00;Totalt i retning Drammen;2378
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T13:00+02:00;2025-08-03T14:00+02:00;2025-08-03;13:00;14:00;Totalt i retning Drammen;2548
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T14:00+02:00;2025-08-03T15:00+02:00;2025-08-03;14:00;15:00;Totalt i retning Drammen;2709
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T15:00+02:00;2025-08-03T16:00+02:00;2025-08-03;15:00;16:00;Totalt i retning Drammen;2823
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T16:00+02:00;2025-08-03T17:00+02:00;2025-08-03;16:00;17:00;Totalt i retning Drammen;2547
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T17:00+02:00;2025-08-03T18:00+02:00;2025-08-03;17:00;18:00;Totalt i retning Drammen;2652
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T18:00+02:00;2025-08-03T19:00+02:00;2025-08-03;18:00;19:00;Totalt i retning Drammen;2252
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T19:00+02:00;2025-08-03T20:00+02:00;2025-08-03;19:00;20:00;Totalt i retning Drammen;2767
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T20:00+02:00;2025-08-03T21:00+02:00;2025-08-03;20:00;21:00;Totalt i retning Drammen;2110
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T21:00+02:00;2025-08-03T22:00+02:00;2025-08-03;21:00;22:00;Totalt i retning Drammen;1513
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T22:00+02:00;2025-08-03T23:00+02:00;2025-08-03;22:00;23:00;Totalt i retning Drammen;1059
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-03T23:00+02:00;2025-08-04T00:00+02:00;2025-08-03;23:00;00:00;Totalt i retning Drammen;601
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T00:00+02:00;2025-08-04T01:00+02:00;2025-08-04;00:00;01:00;Totalt i retning Drammen;389
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T01:00+02:00;2025-08-04T02:00+02:00;2025-08-04;01:00;02:00;Totalt i retning Drammen;261
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T02:00+02:00;2025-08-04T03:00+02:00;2025-08-04;02:00;03:00;Totalt i retning Drammen;184
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T03:00+02:00;2025-08-04T04:00+02:00;2025-08-04;03:00;04:00;Totalt i retning Drammen;116
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T04:00+02:00;2025-08-04T05:00+02:00;2025-08-04;04:00;05:00;Totalt i retning Drammen;173
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T05:00+02:00;2025-08-04T06:00+02:00;2025-08-04;05:00;06:00;Totalt i retning Drammen;427
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T06:00+02:00;2025-08-04T07:00+02:00;2025-08-04;06:00;07:00;Totalt i retning Drammen;1724
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T07:00+02:00;2025-08-04T08:00+02:00;2025-08-04;07:00;08:00;Totalt i retning Drammen;2718
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T08:00+02:00;2025-08-04T09:00+02:00;2025-08-04;08:00;09:00;Totalt i retning Drammen;3023
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T09:00+02:00;2025-08-04T10:00+02:00;2025-08-04;09:00;10:00;Totalt i retning Drammen;2319
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T10:00+02:00;2025-08-04T11:00+02:00;2025-08-04;10:00;11:00;Totalt i retning Drammen;2504
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T11:00+02:00;2025-08-04T12:00+02:00;2025-08-04;11:00;12:00;Totalt i retning Drammen;2755
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T12:00+02:00;2025-08-04T13:00+02:00;2025-08-04;12:00;13:00;Totalt i retning Drammen;2679
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T13:00+02:00;2025-08-04T14:00+02:00;2025-08-04;13:00;14:00;Totalt i retning Drammen;2844
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T14:00+02:00;2025-08-04T15:00+02:00;2025-08-04;14:00;15:00;Totalt i retning Drammen;3308
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T15:00+02:00;2025-08-04T16:00+02:00;2025-08-04;15:00;16:00;Totalt i retning Drammen;3152
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T16:00+02:00;2025-08-04T17:00+02:00;2025-08-04;16:00;17:00;Totalt i retning Drammen;3212
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T17:00+02:00;2025-08-04T18:00+02:00;2025-08-04;17:00;18:00;Totalt i retning Drammen;2827
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T18:00+02:00;2025-08-04T19:00+02:00;2025-08-04;18:00;19:00;Totalt i retning Drammen;2343
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T19:00+02:00;2025-08-04T20:00+02:00;2025-08-04;19:00;20:00;Totalt i retning Drammen;1932
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T20:00+02:00;2025-08-04T21:00+02:00;2025-08-04;20:00;21:00;Totalt i retning Drammen;1581
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T21:00+02:00;2025-08-04T22:00+02:00;2025-08-04;21:00;22:00;Totalt i retning Drammen;1232
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T22:00+02:00;2025-08-04T23:00+02:00;2025-08-04;22:00;23:00;Totalt i retning Drammen;822
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-04T23:00+02:00;2025-08-05T00:00+02:00;2025-08-04;23:00;00:00;Totalt i retning Drammen;544
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T00:00+02:00;2025-08-05T01:00+02:00;2025-08-05;00:00;01:00;Totalt i retning Drammen;358
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T01:00+02:00;2025-08-05T02:00+02:00;2025-08-05;01:00;02:00;Totalt i retning Drammen;271
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T02:00+02:00;2025-08-05T03:00+02:00;2025-08-05;02:00;03:00;Totalt i retning Drammen;195
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T03:00+02:00;2025-08-05T04:00+02:00;2025-08-05;03:00;04:00;Totalt i retning Drammen;114
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T04:00+02:00;2025-08-05T05:00+02:00;2025-08-05;04:00;05:00;Totalt i retning Drammen;142
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T05:00+02:00;2025-08-05T06:00+02:00;2025-08-05;05:00;06:00;Totalt i retning Drammen;377
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T06:00+02:00;2025-08-05T07:00+02:00;2025-08-05;06:00;07:00;Totalt i retning Drammen;1705
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T07:00+02:00;2025-08-05T08:00+02:00;2025-08-05;07:00;08:00;Totalt i retning Drammen;2742
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T08:00+02:00;2025-08-05T09:00+02:00;2025-08-05;08:00;09:00;Totalt i retning Drammen;2989
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T09:00+02:00;2025-08-05T10:00+02:00;2025-08-05;09:00;10:00;Totalt i retning Drammen;2365
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T10:00+02:00;2025-08-05T11:00+02:00;2025-08-05;10:00;11:00;Totalt i retning Drammen;2528
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T11:00+02:00;2025-08-05T12:00+02:00;2025-08-05;11:00;12:00;Totalt i retning Drammen;2578
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T12:00+02:00;2025-08-05T13:00+02:00;2025-08-05;12:00;13:00;Totalt i retning Drammen;2805
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T13:00+02:00;2025-08-05T14:00+02:00;2025-08-05;13:00;14:00;Totalt i retning Drammen;2809
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T14:00+02:00;2025-08-05T15:00+02:00;2025-08-05;14:00;15:00;Totalt i retning Drammen;3366
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T15:00+02:00;2025-08-05T16:00+02:00;2025-08-05;15:00;16:00;Totalt i retning Drammen;3305
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T16:00+02:00;2025-08-05T17:00+02:00;2025-08-05;16:00;17:00;Totalt i retning Drammen;3221
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T17:00+02:00;2025-08-05T18:00+02:00;2025-08-05;17:00;18:00;Totalt i retning Drammen;3037
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T18:00+02:00;2025-08-05T19:00+02:00;2025-08-05;18:00;19:00;Totalt i retning Drammen;2568
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T19:00+02:00;2025-08-05T20:00+02:00;2025-08-05;19:00;20:00;Totalt i retning Drammen;2102
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T20:00+02:00;2025-08-05T21:00+02:00;2025-08-05;20:00;21:00;Totalt i retning Drammen;1665
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T21:00+02:00;2025-08-05T22:00+02:00;2025-08-05;21:00;22:00;Totalt i retning Drammen;1362
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T22:00+02:00;2025-08-05T23:00+02:00;2025-08-05;22:00;23:00;Totalt i retning Drammen;842
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-05T23:00+02:00;2025-08-06T00:00+02:00;2025-08-05;23:00;00:00;Totalt i retning Drammen;888
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-06T00:00+02:00;2025-08-06T01:00+02:00;2025-08-06;00:00;01:00;Totalt i retning Drammen;1089
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-06T01:00+02:00;2025-08-06T02:00+02:00;2025-08-06;01:00;02:00;Totalt i retning Drammen;537
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-06T02:00+02:00;2025-08-06T03:00+02:00;2025-08-06;02:00;03:00;Totalt i retning Drammen;276
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-06T03:00+02:00;2025-08-06T04:00+02:00;2025-08-06;03:00;04:00;Totalt i retning Drammen;180
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-06T04:00+02:00;2025-08-06T05:00+02:00;2025-08-06;04:00;05:00;Totalt i retning Drammen;200
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-06T05:00+02:00;2025-08-06T06:00+02:00;2025-08-06;05:00;06:00;Totalt i retning Drammen;367
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-06T06:00+02:00;2025-08-06T07:00+02:00;2025-08-06;06:00;07:00;Totalt i retning Drammen;1661
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-06T07:00+02:00;2025-08-06T08:00+02:00;2025-08-06;07:00;08:00;Totalt i retning Drammen;2696
79755V625294;Maritim;EV18 S55D1 m1514;2025-08-06T08:00+02:00;2025-08-06T09:00+02:00;2025-08-06;08:00;09:00;Totalt i retning Drammen;3170
